Sort,Crop,NO,Year,Province1,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk,,
882,LR-SC,LRSC0882,2007,LRSC08,medium_maturity,25.7 ,30.0 ,22.5 ,2394.7 ,1464.7 ,304.0 ,606.1 ,1503.6 ,Paddy soil,clay loam,18.8 ,16.9 ,64.0 ,5.3 ,173 ,54 ,135 ,4680 ,7350 ,,
883,LR-SC,LRSC0883,2006,LRSC08,medium_maturity,26.1 ,30.5 ,22.6 ,2346.4 ,1446.4 ,73.2 ,623.3 ,1515.2 ,Paddy soil,clay loam,19.0 ,6.8 ,54.0 ,5.3 ,173 ,54 ,135 ,3570 ,6750 ,,
884,LR-SC,LRSC0884,2007,LRSC08,medium_maturity,25.9 ,30.1 ,22.7 ,2303.6 ,1413.6 ,290.0 ,583.5 ,1445.5 ,Paddy soil,clay loam,21.5 ,14.5 ,69.0 ,5.0 ,173 ,54 ,135 ,5145 ,7530 ,,
885,LR-SC,LRSC0885,2006,LRSC08,medium_maturity,26.4 ,31.0 ,22.9 ,2220.1 ,1380.1 ,41.4 ,620.5 ,1487.4 ,Paddy soil,clay loam,15.2 ,5.4 ,75.0 ,5.2 ,173 ,54 ,135 ,3630 ,5370 ,,
886,LR-SC,LRSC0886,2006,LRSC08,medium_maturity,25.4 ,29.8 ,21.9 ,2434.8 ,1474.8 ,68.5 ,653.5 ,1570.8 ,Paddy soil,clay loam,16.4 ,2.5 ,60.0 ,5.0 ,173 ,54 ,135 ,4125 ,7875 ,,
887,LR-SC,LRSC0887,2007,LRSC08,medium_maturity,26.1 ,30.3 ,23.0 ,2220.1 ,1370.1 ,290.0 ,550.4 ,1376.3 ,Paddy soil,clay loam,19.5 ,18.7 ,94.0 ,5.1 ,173 ,54 ,135 ,4800 ,7215 ,,
888,LR-SC,LRSC0888,2008,LRSC08,early_maturity,25.698925,30.665591,22.148387,2390,1460,357.7,556.9,1394.86,Paddy soil,clay,34.6,53.2,70,5.1,184.05,88.05,160.05,5503.5,8938.5,,
889,LR-SC,LRSC0889,2008,LRSC08,medium_maturity,24.8 ,29.5 ,21.5 ,2556.1 ,1526.1 ,471.5 ,552.8 ,1426.1 ,Paddy soil,clay,35.1 ,18.6 ,95.0 ,4.8 ,184 ,78 ,150 ,5003 ,6753 ,,
890,LR-SC,LRSC0890,2008,LRSC08,medium_maturity,25.8 ,30.8 ,22.3 ,2402.1 ,1472.1 ,362.9 ,558.5 ,1403.0 ,Paddy soil,silty clay loam,44.1 ,54.7 ,147.0 ,4.9 ,169 ,74 ,110 ,5603 ,8271 ,,
891,LR-SC,LRSC0891,2009,LRSC08,medium_maturity,25.7 ,31.1 ,21.9 ,2594.5 ,1584.5 ,212.0 ,652.0 ,1577.0 ,Paddy soil,sandy loam,30.6 ,8.3 ,93.0 ,4.6 ,143 ,56 ,102 ,4101 ,6201 ,,
892,LR-SC,LRSC0892,2009,LRSC08,late_maturity,25.688119,31.118812,21.924752,2594.5,1584.5,212,652,1576.95,Paddy soil,silty clay loam,55.4,10.3,127,4.8,176.4,78.75,108,6733.5,10732.5,,
893,LR-SC,LRSC0893,2007,LRSC08,medium_maturity,26.1 ,32.1 ,21.9 ,2374.8 ,1464.8 ,258.1 ,595.5 ,1488.6 ,Paddy soil,clay,35.5 ,20.9 ,45.0 ,5.4 ,117 ,54 ,96 ,4515 ,6891 ,,
894,LR-SC,LRSC0894,2008,LRSC08,medium_maturity,26.7 ,32.0 ,23.0 ,2725.6 ,1705.6 ,384.2 ,611.8 ,1573.0 ,Paddy soil,sandy loam,41.0 ,42.9 ,67.0 ,5.3 ,177 ,83 ,158 ,5195 ,5628 ,,
895,LR-SC,LRSC0895,2006,LRSC08,medium_maturity,26.4 ,31.9 ,22.3 ,2588.0 ,1608.0 ,129.3 ,628.1 ,1575.2 ,Paddy soil,sandy loam,14.0 ,40.7 ,56.0 ,5.6 ,144 ,138 ,126 ,4740 ,6495 ,,
896,LR-SC,LRSC0896,2007,LRSC08,medium_maturity,28.6 ,33.5 ,24.9 ,2689.0 ,1749.0 ,385.4 ,633.1 ,1662.8 ,Paddy soil,sandy loam,14.0 ,65.2 ,64.0 ,5.8 ,168 ,86 ,144 ,3960 ,6465 ,,
897,LR-SC,LRSC0897,2008,LRSC08,medium_maturity,27.3 ,32.7 ,23.5 ,2924.1 ,1854.1 ,465.8 ,702.8 ,1776.9 ,Paddy soil,clay,22.0 ,42.8 ,69.0 ,5.2 ,177 ,83 ,158 ,4890 ,6495 ,,
898,LR-SC,LRSC0898,2006,LRSC08,medium_maturity,26.8 ,32.2 ,22.6 ,2517.3 ,1577.3 ,129.3 ,610.6 ,1537.5 ,Paddy soil,clay,11.0 ,10.8 ,38.0 ,7.0 ,144 ,138 ,126 ,5183 ,6585 ,,
899,LR-SC,LRSC0899,2006,LRSC08,late_maturity,25.32736842,30.69789474,21.47894737,2406.1,1456.1,265.7,585.6,1450.74,Paddy soil,clay loam,29.5,10.1,50,5.1,180,75,150,5667,7668,,
900,LR-SC,LRSC0900,2007,LRSC08,late_maturity,26.406024,31.413253,22.604819,2191.7,1361.7,202.1,530.1,1328.26,Paddy soil,silty clay loam,40,15.3,103,5.2,180,75,150,3781.5,4279.5,,
901,LR-SC,LRSC0901,2007,LRSC08,medium_maturity,25.7 ,30.8 ,21.8 ,2386.8 ,1456.8 ,202.1 ,600.8 ,1468.5 ,Paddy soil,loam,28.4 ,9.0 ,59.0 ,5.3 ,195 ,75 ,150 ,4995 ,7826 ,,
902,LR-SC,LRSC0902,2008,LRSC08,late_maturity,26.045545,31.059406,22.430693,2630.6,1620.6,404.2,629.5,1570.18,Paddy soil,loam,29.6,3.6,41,4.4,150,45,150,5514,8425.5,,
903,LR-SC,LRSC0903,2006,LRSC08,medium_maturity,26.2 ,31.5 ,22.4 ,2515.6 ,1555.6 ,275.7 ,608.6 ,1526.7 ,Paddy soil,silty clay loam,46.1 ,16.3 ,95.0 ,4.6 ,150 ,45 ,150 ,5328 ,9057 ,,
904,LR-SC,LRSC0904,2006,LRSC08,medium_maturity,25.8 ,31.1 ,21.9 ,2369.9 ,1449.9 ,268.1 ,569.6 ,1429.5 ,Paddy soil,silty clay loam,40.1 ,15.3 ,103.0 ,5.4 ,180 ,75 ,150 ,4125 ,6668 ,,
905,LR-SC,LRSC0905,2008,LRSC08,medium_maturity,26.5 ,31.6 ,22.9 ,2546.0 ,1586.0 ,398.2 ,610.6 ,1523.0 ,Paddy soil,loam,50.0 ,15.5 ,114.0 ,4.5 ,150 ,45 ,150 ,4995 ,5495 ,,
906,LR-SC,LRSC0906,2006,LRSC08,late_maturity,26.39684211,31.64842105,22.56631579,2507.7,1557.7,275.7,603.7,1521.43,Paddy soil,silty clay loam,30.4,16.6,77,4.6,150,45,150,3663,4828.5,,
907,LR-SC,LRSC0907,2009,LRSC08,medium_maturity,26.6 ,32.4 ,22.7 ,2528.5 ,1578.5 ,299.2 ,572.3 ,1486.3 ,Paddy soil,sandy loam,30.5 ,26.3 ,34.0 ,4.9 ,258 ,126 ,240 ,4650 ,6300 ,,
908,LR-SC,LRSC0908,2010,LRSC08,medium_maturity,26.9 ,32.8 ,22.8 ,2526.0 ,1586.0 ,279.8 ,661.1 ,1631.6 ,Paddy soil,sandy loam,15.0 ,17.2 ,53.0 ,4.2 ,165 ,75 ,90 ,5295 ,7010 ,,
909,LR-SC,LRSC0909,2010,LRSC08,late_maturity,24.773333,30.416667,20.832222,2229.6,1329.6,226.5,572.3,1402.88,Paddy soil,sandy loam,15.6,45.8,116,5.8,148.5,64.5,90,6255,7905,,
910,LR-SC,LRSC0910,2006,LRSC08,late_maturity,26.89263158,32.52631579,22.86421053,2554.8,1604.8,226.3,665.1,1641.68,Paddy soil,sandy loam,32.8,9.6,57,5.7,261,138,228,4980,7725,,
911,LR-SC,LRSC0911,2006,LRSC08,late_maturity,26.89263158,32.52631579,22.86421053,2554.8,1604.8,226.3,665.1,1641.68,Paddy soil,sandy loam,44.1,26.4,47,5.3,150,105,120,2865,5355,,
912,LR-SC,LRSC0912,2006,LRSC08,late_maturity,26.89263158,32.52631579,22.86421053,2554.8,1604.8,226.3,665.1,1641.68,Paddy soil,sandy loam,23.6,24.6,62,7.1,258,126,240,4650,6300,,
913,LR-SC,LRSC0913,2007,LRSC08,late_maturity,26.492553,32.035106,22.673404,2490.3,1550.3,249.9,590.8,1503.08,Paddy soil,sandy loam,35.8,12.2,70,5.8,255,141,225,4035,6825,,
914,LR-SC,LRSC0914,2007,LRSC08,late_maturity,26.492553,32.035106,22.673404,2490.3,1550.3,249.9,590.8,1503.08,Paddy soil,sandy loam,32.9,7.1,66,5.4,255,141,225,4080,6045,,
915,LR-SC,LRSC0915,2007,LRSC08,late_maturity,27.096842,32.548421,23.345263,2574.2,1624.2,341.4,585.1,1523.54,Paddy soil,sandy loam,23.1,7.8,72,6.5,255,141,225,5535,7425,,
916,LR-SC,LRSC0916,2008,LRSC08,late_maturity,26.672277,31.928713,23.049505,2693.9,1683.9,387.4,640.2,1596.79,Paddy soil,sandy loam,19.6,8.5,86,6.5,246,135,202.5,3510,5910,,
917,LR-SC,LRSC0917,2008,LRSC08,late_maturity,26.87551,32.091837,23.285714,2633.8,1653.8,387.3,619.5,1556.18,Paddy soil,sandy loam,25.4,6.7,113,5.7,244.5,142.5,202.5,3720,6870,,
918,LR-SC,LRSC0918,2009,LRSC08,medium_maturity,26.3 ,31.7 ,22.5 ,2657.5 ,1647.5 ,202.1 ,577.8 ,1499.2 ,Paddy soil,sandy loam,19.7 ,7.1 ,55.0 ,7.2 ,243 ,120 ,198 ,3465 ,5850 ,,
919,LR-SC,LRSC0919,2009,LRSC08,medium_maturity,26.4 ,31.8 ,22.7 ,2591.3 ,1611.3 ,202.0 ,567.5 ,1471.9 ,Paddy soil,sandy loam,34.3 ,2.1 ,52.0 ,6.6 ,242 ,140 ,197 ,3675 ,6810 ,,
920,LR-SC,LRSC0920,2007,LRSC08,late_maturity,26.394286,31.700952,22.771429,2771.4,1721.4,341.2,609.3,1581.62,Paddy soil,sandy loam,11.3,14,36,5.1,141.15,57.45,103.95,4117.5,6210,,
921,LR-SC,LRSC0921,2008,LRSC08,medium_maturity,26.5 ,31.4 ,23.2 ,2916.7 ,1816.7 ,456.4 ,540.5 ,1484.3 ,Paddy soil,loamy sand,30.2 ,11.6 ,114.0 ,4.8 ,128 ,84 ,95 ,6498 ,7325 ,,
922,LR-SC,LRSC0922,2007,LRSC08,late_maturity,26.559813,31.864486,22.937383,2841.9,1771.9,365.8,618.8,1614.29,Paddy soil,sandy loam,11.5,13.2,55,5.1,157.5,69,97.5,3318,6511.5,,
923,LR-SC,LRSC0923,2009,LRSC08,medium_maturity,27.2 ,32.2 ,23.8 ,2581.4 ,1631.4 ,273.1 ,507.0 ,1367.0 ,Paddy soil,loamy sand,39.0 ,17.4 ,40.0 ,5.6 ,135 ,80 ,104 ,5700 ,8187 ,,
924,LR-SC,LRSC0924,2008,LRSC08,late_maturity,27.626374,32.778022,24.050549,2514,1604,332.9,491.1,1318.69,Paddy soil,sandy loam,35.6,17.8,43,5,145.5,97.5,117,4396.5,7177.5,,
925,LR-SC,LRSC0925,2009,LRSC08,medium_maturity,27.5 ,32.6 ,24.1 ,2533.3 ,1613.3 ,265.0 ,501.0 ,1348.8 ,Paddy soil,sandy loam,35.6 ,17.8 ,43.0 ,5.0 ,146 ,98 ,117 ,4653 ,7403 ,,
926,LR-SC,LRSC0926,2007,LRSC08,late_maturity,26.398947,31.662105,22.790526,2507.9,1557.9,340.7,536.5,1406.18,Paddy soil,sandy loam,30.2,40,38,5.6,157.5,54,100.5,4977,6967.5,,
927,LR-SC,LRSC0927,2010,LRSC08,medium_maturity,27.3 ,32.5 ,23.6 ,2516.1 ,1596.1 ,331.1 ,663.3 ,1626.8 ,Paddy soil,sandy loam,41.2 ,15.9 ,52.0 ,4.7 ,173 ,75 ,83 ,5055 ,6804 ,,
928,LR-SC,LRSC0928,2010,LRSC08,early_maturity,23.290833,27.4825,20.153333,2794.9,1594.9,288.4,728.3,1741.94,Paddy soil,sandy loam,14.8,10.8,64,4.7,165,82.8,108,4681.5,6036,,
929,LR-SC,LRSC0929,2010,LRSC08,late_maturity,24.487037,28.69537,21.325,2644.6,1564.6,269.9,678.7,1641.02,Paddy soil,sandy loam,26.3,12.6,69,4.7,165,82.8,108,4800,6975,,
930,LR-SC,LRSC0930,2007,LRSC08,late_maturity,25.7212766,31.31170213,21.76489362,2417.8,1477.8,285.6,621.3,1521.07,Paddy soil,loam,22.9,3.2,38,4.7,138,46.5,117,3450,6510,,
931,LR-SC,LRSC0931,2008,LRSC08,medium_maturity,26.1 ,31.3 ,22.4 ,2609.8 ,1609.8 ,346.8 ,646.4 ,1590.4 ,Paddy soil,clay loam,36.5 ,22.1 ,56.0 ,5.3 ,141 ,51 ,101 ,4260 ,8400 ,,
932,LR-SC,LRSC0932,2009,LRSC08,medium_maturity,24.1 ,29.9 ,20.0 ,2432.9 ,1427.8 ,242.1 ,645.2 ,1520.9 ,Paddy soil,clay loam,16.5 ,11.1 ,81.0 ,4.7 ,119 ,42 ,85 ,6630 ,8865 ,,
933,LR-SC,LRSC0933,2006,LRSC08,late_maturity,26.412264,31.788679,22.495283,2799.7,1739.7,116.8,725.3,1792.62,Paddy soil,sandy loam,13.8,57.8,124,5.4,138,48,117,3450,6510,,
934,LR-SC,LRSC0934,2007,LRSC08,late_maturity,26.37244898,31.90918367,22.45204082,2584.5,1604.5,292.3,675.2,1656.97,Paddy soil,sandy loam,27.9,19.9,50,4.5,138,48,117,3690,6840,,
935,LR-SC,LRSC0935,2007,LRSC08,late_maturity,26.37244898,31.90918367,22.45204082,2584.5,1604.5,292.3,675.2,1656.97,Paddy soil,sandy loam,45.3,28.4,179,4.8,138,48,117,3690,6840,,
936,LR-SC,LRSC0936,2008,LRSC08,late_maturity,26.605102,31.781633,22.852041,2607.3,1627.3,346.8,649.7,1602.42,Paddy soil,sandy loam,47.2,28.6,89,5.1,141,42,105,4020,6270,,
937,LR-SC,LRSC0937,2009,LRSC08,late_maturity,25.954737,31.436842,22.087368,2465.7,1515.7,257.7,606.5,1500.03,Paddy soil,sandy loam,38.2,9,57,6.3,118.5,41.55,84.6,4230,7080,,
938,LR-SC,LRSC0938,2006,LRSC08,late_maturity,25.98172043,31.67096774,22.07096774,2416.3,1486.3,302.2,548,1456.17,Paddy soil,loam,42,7.4,58,5.4,103.5,45,112.5,3930,7650,,
939,LR-SC,LRSC0939,2006,LRSC08,late_maturity,25.98172043,31.67096774,22.07096774,2416.3,1486.3,302.2,548,1456.17,Paddy soil,silty clay loam,15,21.9,124,4.9,144,72,135,5040,6409.5,,
940,LR-SC,LRSC0940,2006,LRSC08,late_maturity,25.81684211,31.51368421,21.89894737,2452.6,1502.6,366,552.6,1467.76,Paddy soil,loam,35,17.7,125,5,138,63,90,5070,6445.5,,
941,LR-SC,LRSC0941,2006,LRSC08,late_maturity,26.01333333,31.69333333,22.08222222,2341.2,1441.2,295,536.7,1422.8,Paddy soil,silty clay loam,38,14.5,105,5.8,87,48,112.5,4845,7530,,
942,LR-SC,LRSC0942,2008,LRSC08,medium_maturity,26.0 ,31.2 ,22.5 ,2133.0 ,1313.0 ,183.4 ,424.5 ,1148.3 ,Paddy soil,clay,45.2 ,23.5 ,84.0 ,5.1 ,138 ,54 ,113 ,3360 ,5880 ,,
943,LR-SC,LRSC0943,2010,LRSC08,medium_maturity,25.1 ,30.4 ,21.6 ,2133.8 ,1283.8 ,455.4 ,450.9 ,1218.9 ,Paddy soil,sandy loam,38.8 ,16.3 ,73.0 ,4.9 ,143 ,58 ,95 ,3615 ,6675 ,,
944,LR-SC,LRSC0944,2009,LRSC08,medium_maturity,26.9 ,32.1 ,23.3 ,2364.8 ,1484.8 ,270.6 ,442.7 ,1251.7 ,Paddy soil,loam,32.2 ,13.5 ,53.0 ,5.0 ,142 ,57 ,95 ,3915 ,6375 ,,
945,LR-SC,LRSC0945,2008,LRSC08,medium_maturity,26.6 ,31.7 ,23.1 ,2284.1 ,1424.1 ,246.1 ,459.1 ,1254.2 ,Paddy soil,sandy loam,35.8 ,6.5 ,93.0 ,4.5 ,132 ,38 ,108 ,3420 ,5925 ,,
946,LR-SC,LRSC0946,2009,LRSC08,medium_maturity,26.8 ,32.0 ,23.3 ,2332.4 ,1462.4 ,270.6 ,436.5 ,1234.4 ,Paddy soil,loam,36.7 ,9.4 ,91.0 ,4.5 ,149 ,64 ,105 ,3915 ,6480 ,,
947,LR-SC,LRSC0947,2010,LRSC08,medium_maturity,24.5 ,29.7 ,21.1 ,2233.6 ,1323.6 ,455.9 ,462.8 ,1262.8 ,Paddy soil,sandy loam,40.5 ,10.8 ,70.0 ,4.8 ,143 ,58 ,95 ,3510 ,6975 ,,
948,LR-SC,LRSC0948,2010,LRSC08,medium_maturity,24.4 ,29.2 ,21.0 ,2465.0 ,1455.0 ,432.2 ,509.3 ,1373.8 ,Paddy soil,loamy sand,15.0 ,13.6 ,48.0 ,5.1 ,165 ,72 ,153 ,3500 ,6462 ,,
949,LR-SC,LRSC0949,2007,LRSC08,late_maturity,26.322989,31.296552,22.873563,2290.1,1420.1,249.2,430,1212.88,Paddy soil,clay,27,16,94,5.1,159,69,153,4090.5,7068,,
950,LR-SC,LRSC0950,2007,LRSC08,late_maturity,26.011628,30.937209,22.589535,2237,1377,233.1,415.4,1173.87,Paddy soil,clay,23,15.8,195,6.1,159,72,147,3910.5,7446,,
951,LR-SC,LRSC0951,2007,LRSC08,medium_maturity,26.0 ,30.9 ,22.6 ,2237.0 ,1377.0 ,233.1 ,415.4 ,1173.9 ,Paddy soil,clay,22.0 ,39.0 ,140.0 ,6.9 ,165 ,72 ,153 ,3450 ,7437 ,,
952,LR-SC,LRSC0952,2007,LRSC08,medium_maturity,26.3 ,31.2 ,22.8 ,2259.4 ,1399.4 ,249.2 ,420.5 ,1190.2 ,Paddy soil,clay,17.0 ,21.6 ,121.0 ,5.0 ,165 ,72 ,156 ,4193 ,7598 ,,
953,LR-SC,LRSC0953,2007,LRSC08,medium_maturity,26.1 ,31.0 ,22.7 ,2218.8 ,1368.8 ,233.1 ,411.0 ,1163.0 ,Paddy soil,clay,31.0 ,45.9 ,152.0 ,5.4 ,165 ,72 ,153 ,4329 ,7632 ,,
954,LR-SC,LRSC0954,2008,LRSC08,medium_maturity,26.7 ,31.6 ,23.4 ,2296.9 ,1436.9 ,188.6 ,462.1 ,1239.3 ,Paddy soil,clay,46.0 ,18.5 ,62.0 ,5.7 ,165 ,68 ,158 ,3750 ,7680 ,,
955,LR-SC,LRSC0955,2007,LRSC08,late_maturity,26.554945,31.559341,23.068132,2416.5,1506.5,255.2,467.9,1303.48,Paddy soil,clay,25,35.4,209,5.8,165,72,153,4239,7449,,
956,LR-SC,LRSC0956,2008,LRSC08,medium_maturity,26.7 ,31.6 ,23.4 ,2296.9 ,1436.9 ,188.6 ,462.1 ,1239.3 ,Paddy soil,clay,29.0 ,18.7 ,68.0 ,5.3 ,174 ,72 ,158 ,4022 ,7733 ,,
957,LR-SC,LRSC0957,2009,LRSC08,late_maturity,26.6,31.790476,22.99881,2234.4,1394.4,138.8,413.1,1151.57,Paddy soil,clay,24,22.2,123,4.6,174,72,157.5,3172.5,7654.5,,
958,LR-SC,LRSC0958,2009,LRSC08,late_maturity,26.649412,31.802353,23.083529,2265.2,1415.2,164.3,414.2,1163.07,Paddy soil,clay,28,18.2,71,5.6,162,60,147,3439.5,7780.5,,
959,LR-SC,LRSC0959,2009,LRSC08,late_maturity,25.605682,30.838636,21.875,2253.3,1373.3,70.4,493.502,1269.21,Paddy soil,silty clay loam,70.6,13.7,96,7.1,138,54,135,6120,6900,,
960,LR-SC,LRSC0960,2010,LRSC08,late_maturity,24.38125,28.703125,21.201042,2340.6,1380.6,352.4,551.2,1438.66,Paddy soil,loam,79,42.2,111,4.4,103.5,54,90,4275,6075,,
961,LR-SC,LRSC0961,2007,LRSC08,late_maturity,26.8,32.076699,23.231068,2760.4,1730.4,456.7,588.791,1595.81,Paddy soil,clay loam,29.4,14.2,142,5.8,165,72,144,4575,6495,,
962,LR-SC,LRSC0962,2008,LRSC08,late_maturity,26.671134,31.818557,22.935052,2587.1,1617.1,152.3,543.4,1449.45,Paddy soil,silty clay loam,63.6,13.3,72,4.8,165,72,144,5223,9571.5,,
963,LR-SC,LRSC0963,2009,LRSC08,medium_maturity,27.9 ,33.1 ,24.1 ,2710.4 ,1740.4 ,434.9 ,636.3 ,1643.4 ,Paddy soil,loam,49.7 ,8.8 ,115.0 ,6.9 ,180 ,72 ,144 ,7253 ,8703 ,,
964,LR-SC,LRSC0964,2008,LRSC08,late_maturity,28.260825,33.308247,24.657732,2741.3,1771.3,303.7,590,1620.77,Paddy soil,clay loam,33.3,15.3,52,5.6,165,72,144,5227.5,9528,,
965,LR-SC,LRSC0965,2006,LRSC08,medium_maturity,26.5 ,30.6 ,23.2 ,2436.9 ,1516.9 ,381.7 ,584.2 ,1497.1 ,Paddy soil,silty clay loam,36.2 ,8.9 ,196.0 ,3.9 ,159 ,54 ,144 ,4155 ,7440 ,,
966,LR-SC,LRSC0966,2006,LRSC08,medium_maturity,26.3 ,30.4 ,23.0 ,2265.3 ,1405.3 ,355.1 ,556.4 ,1410.9 ,Paddy soil,silty clay loam,36.2 ,9.2 ,100.0 ,4.7 ,159 ,54 ,144 ,4995 ,7140 ,,
967,LR-SC,LRSC0967,2010,LRSC08,medium_maturity,27.0 ,30.9 ,24.0 ,2217.0 ,1397.0 ,360.1 ,433.4 ,1201.1 ,Paddy soil,silty clay loam,39.6 ,27.1 ,145.0 ,6.1 ,144 ,54 ,81 ,4275 ,6870 ,,
968,LR-SC,LRSC0968,2007,LRSC08,late_maturity,27.34565217,31.6923913,24.175,2515.8,1595.8,288,533.3,1428.04,Paddy soil,silty clay loam,44.9,10.1,171,4.4,130.5,57,90,3945,6420,,
969,LR-SC,LRSC0969,2010,LRSC08,late_maturity,26.528,30.365,23.52,2652.8,1652.8,371.7,529.1,1456.4,Paddy soil,sandy loam,30.6,28.3,60,4.1,138,63,135,5752.5,7504.5,,
970,LR-SC,LRSC0970,2010,LRSC08,late_maturity,26.615686,30.483333,23.577451,2714.8,1694.8,387.3,544.1,1495.37,Paddy soil,sandy loam,41.6,6.9,55,4.6,138,63,135,5628,7341,,
971,LR-SC,LRSC0971,2010,LRSC08,late_maturity,26.15283,30.045283,23.085849,2772.2,1712.2,387.3,571.1,1549.82,Paddy soil,loam,52.5,6,120,4.4,138,63,135,5752.5,7629,,
972,LR-SC,LRSC0972,2010,LRSC08,late_maturity,26.788235,30.662745,23.741176,2732.4,1712.4,387.3,548.6,1506.59,Paddy soil,sandy loam,52.4,37.2,85,4.3,138,36,135,6504,8004,,
973,LR-SC,LRSC0973,2006,LRSC08,late_maturity,26.70714286,30.78571429,23.4122449,2617.3,1637.3,382.3,640.1,1628.61,Paddy soil,silty clay loam,42.6,9.7,60,5.6,159,54,144,4470,6570,,
974,LR-SC,LRSC0974,2008,LRSC08,late_maturity,27.762791,31.87093,24.625581,2387.6,1527.6,225.4,471.2,1283.72,Paddy soil,clay,32.1,38.3,58,4.8,118.5,57,106.5,6525,8175,,
975,LR-SC,LRSC0975,2007,LRSC08,late_maturity,27.34421053,31.70631579,24.16105263,2597.7,1647.7,288,551.1,1475.64,Paddy soil,sandy loam,40.5,10.8,72,5.3,130.5,57,99,3915,6225,,
976,LR-SC,LRSC0976,2008,LRSC08,medium_maturity,27.8 ,32.0 ,24.6 ,2694.6 ,1724.6 ,238.4 ,548.4 ,1471.5 ,Paddy soil,clay,37.4 ,13.8 ,120.0 ,4.3 ,120 ,53 ,107 ,4440 ,6090 ,,
977,LR-SC,LRSC0977,2007,LRSC08,early_maturity,26.622936,31.60367,22.981651,2901.9,1811.9,285.3,673.2,1733.45,Paddy soil,sandy loam,35.9,29.7,41,4.4,150,90,120,4642.5,5713.5,,
978,LR-SC,LRSC0978,2007,LRSC08,medium_maturity,27.3 ,32.2 ,23.7 ,2925.3 ,1855.3 ,285.3 ,685.0 ,1770.6 ,Paddy soil,loam,20.0 ,36.7 ,136.0 ,4.4 ,150 ,90 ,120 ,4530 ,5730 ,,
979,LR-SC,LRSC0979,2007,LRSC08,early_maturity,28.223364,32.985047,24.703738,3019.9,1949.9,302.8,697.5,1826.94,Paddy soil,sandy loam,43.1,18.3,39,4.6,150,90,120,4000.5,4572,,
980,LR-SC,LRSC0980,2007,LRSC08,early_maturity,27.19537,32.126852,23.547222,2937.1,1857.1,285.3,691,1778.57,Paddy soil,sandy loam,42.2,36.1,82,5,150,90,120,5760,6382.5,,
981,LR-SC,LRSC0981,2007,LRSC08,medium_maturity,25.7 ,31.3 ,22.2 ,2188.1 ,1338.1 ,259.2 ,432.6 ,1201.7 ,Paddy soil,clay loam,19.5 ,5.6 ,25.0 ,5.2 ,173 ,60 ,113 ,3735 ,6375 ,,
982,LR-SC,LRSC0982,2009,LRSC08,medium_maturity,26.6 ,32.4 ,22.6 ,2315.1 ,1445.1 ,125.8 ,602.2 ,1464.7 ,Paddy soil,silty clay loam,77.8 ,9.6 ,29.0 ,5.2 ,173 ,60 ,113 ,4205 ,6474 ,,
983,LR-SC,LRSC0983,2009,LRSC08,medium_maturity,26.6 ,32.4 ,22.6 ,2315.1 ,1445.1 ,125.8 ,602.2 ,1464.7 ,Paddy soil,silty clay loam,58.9 ,10.7 ,33.0 ,5.6 ,173 ,60 ,113 ,3693 ,5480 ,,
984,LR-SC,LRSC0984,2007,LRSC08,medium_maturity,25.2 ,30.9 ,21.6 ,2170.2 ,1310.2 ,248.3 ,437.0 ,1194.0 ,Paddy soil,clay loam,25.0 ,17.0 ,28.0 ,5.0 ,173 ,60 ,113 ,3735 ,6270 ,,
985,LR-SC,LRSC0985,2009,LRSC08,late_maturity,26.580435,32.432609,22.444565,2445.4,1525.4,125.8,647.1,1560.79,Paddy soil,silty clay loam,21.4,53.8,61,6.1,172.5,60,112.5,3502.5,6774,,
986,LR-SC,LRSC0986,2010,LRSC08,late_maturity,26.673864,31.652273,23.257955,2347.3,1467.3,259.2,515.9,1374.1,Paddy soil,loam,49.9,19.2,94,5.9,172.5,60,112.5,3936,6739.5,,
987,LR-SC,LRSC0987,2007,LRSC08,medium_maturity,25.6 ,31.2 ,22.1 ,2177.1 ,1327.1 ,259.2 ,431.2 ,1195.2 ,Paddy soil,loam,23.5 ,9.0 ,25.0 ,5.5 ,173 ,60 ,113 ,4095 ,6795 ,,
988,LR-SC,LRSC0988,2009,LRSC08,medium_maturity,26.7 ,32.4 ,22.8 ,2273.4 ,1423.4 ,125.8 ,584.9 ,1431.2 ,Paddy soil,silty clay loam,39.9 ,26.9 ,41.0 ,5.3 ,173 ,60 ,113 ,4377 ,7503 ,,
989,LR-SC,LRSC0989,2010,LRSC08,late_maturity,26.673864,31.652273,23.257955,2347.3,1467.3,259.2,515.9,1374.1,Paddy soil,loam,77.9,29.3,252,5.9,172.5,60,112.5,4239,7324.5,,
990,LR-SC,LRSC0990,2007,LRSC08,medium_maturity,25.3 ,31.0 ,21.7 ,2201.7 ,1331.7 ,248.3 ,447.2 ,1217.8 ,Paddy soil,silty clay loam,34.3 ,15.7 ,60.0 ,5.0 ,173 ,60 ,113 ,4695 ,7560 ,,
991,LR-SC,LRSC0991,2009,LRSC08,medium_maturity,27.2 ,32.8 ,23.3 ,2312.0 ,1462.0 ,125.8 ,597.1 ,1468.5 ,Paddy soil,loam,55.6 ,7.8 ,54.0 ,5.5 ,173 ,60 ,113 ,3918 ,6669 ,,
